zr_conc,repeat_index,seed,reached_target,time_to_target_seconds,final_entities,steps_executed,simulated_time_seconds,prebound_fraction,effective_zr6_conc,effective_zr6_fraction_for_growth,effective_linker_conc,external_addition_activity,total_external_addition_channel_activity,legacy_external_addition_activity,free_zr6_addition_activity,free_linker_addition_activity,prebound_zr_btb_addition_activity,external_channel_activity_basis,prebound_external_channel_species,distorted_chemistry_model,prebound_growth_attempts,prebound_growth_successes,prebound_growth_failures,prebound_entities_added,prebound_linkages_formed,prebound_free_growth_site_delta,prebound_ready_pair_delta,wall_seconds
36.0,2,41102,True,0.06977293908149211,100,1659,0.06977293908149211,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,29,19,10,38,38,209,0,0.8388335704803467
36.0,3,41103,True,0.02510329337483537,100,837,0.02510329337483537,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,11,8,3,16,16,88,0,0.42353081703186035
36.0,4,41104,True,0.028386721137226362,100,1154,0.028386721137226362,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,15,8,7,16,16,88,0,0.5938401222229004
36.0,5,41105,True,0.050458654459540966,101,2053,0.050458654459540966,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,26,13,13,26,26,143,0,1.0444750785827637
36.0,6,41106,True,0.04479098978380616,100,1880,0.04479098978380616,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,23,13,10,26,26,143,0,0.9983654022216797
36.0,7,41107,True,0.032387516712743404,100,1688,0.032387516712743404,0.05923182662129975,5.895491094233364,0.982581849038894,19.91874800859769,0.9614477267721766,26.954912410494526,0.9614477267721766,5.895491094233364,19.91874800859769,1.1406733076634736,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,22,13,9,26,26,143,0,0.9237124919891357
44.0,0,41200,True,0.024966865001469326,100,1374,0.024966865001469326,0.07146662670974217,7.2072372903390765,0.9828050850462378,19.659702361866234,0.9552838954493067,28.24488357429926,0.9552838954493067,7.2072372903390765,19.659702361866234,1.3779439220939473,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,16,11,5,22,22,121,0,0.630455732345581
44.0,1,41201,True,0.02479722320872088,100,1231,0.02479722320872088,0.07146662670974217,7.2072372903390765,0.9828050850462378,19.659702361866234,0.9552838954493067,28.24488357429926,0.9552838954493067,7.2072372903390765,19.659702361866234,1.3779439220939473,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,31,18,13,36,36,196,1,0.7654860019683838
44.0,2,41202,True,0.03552386752966518,100,1537,0.03552386752966518,0.07146662670974217,7.2072372903390765,0.9828050850462378,19.659702361866234,0.9552838954493067,28.24488357429926,0.9552838954493067,7.2072372903390765,19.659702361866234,1.3779439220939473,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,33,22,11,44,44,242,0,0.8420493602752686
44.0,3,41203,True,0.07245142390103271,100,1369,0.07245142390103271,0.07146662670974217,7.2072372903390765,0.9828050850462378,19.659702361866234,0.9552838954493067,28.24488357429926,0.9552838954493067,7.2072372903390765,19.659702361866234,1.3779439220939473,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,27,13,14,26,26,143,0,0.7925431728363037
44.0,4,41204,True,0.061725167669689246,100,1128,0.061725167669689246,0.07146662670974217,7.2072372903390765,0.9828050850462378,19.659702361866234,0.9552838954493067,28.24488357429926,0.9552838954493067,7.2072372903390765,19.659702361866234,1.3779439220939473,absolute_concentrations,prebound_zr6_cluster_conc,multisite_first_binding_only,18,14,4,28,28,154,0,0.5646049976348877
